branch_key,seed,case_variant,run_name,config_key,background_mode,top_k,separation_profile,time_offset_family,assignment_policy_key,candidate_budget,min_x_separation_mm,detected_candidate_count,assignment_status,assigned_candidate_count,assigned_x_values_mm,assigned_z_values_mm,assigned_detection_ranks,all_truths_within_tolerance,truth_hit_count,target0_hit,target1_hit,target2_hit,unique_truth_hit_count,unique_all_truths_within_tolerance,unique_target0_hit,unique_target1_hit,unique_target2_hit,assigned_truth_ranks,elapsed_time_s
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_single667,mean,20,dense4,single667,top40_minx12,40,12.0,20,assigned,3,"245,259,273","79,80,80","17,1,7",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.0005207061767578125
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_single667,mean,20,dense4,single667,top40_minx20,40,20.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.0005013942718505859
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_single667,mean,20,dense4,single667,top40_minx45,40,45.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.0004980564117431641
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_single667,mean,20,dense4,single667,top40_minx8,40,8.0,20,assigned,3,"252,264,273","79,79,80","3,2,7",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.0005691051483154297
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_wide,mean,20,dense4,wide,top10_minx12,10,12.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,6.008148193359375e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_wide,mean,20,dense4,wide,top10_minx20,10,20.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,5.817413330078125e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_wide,mean,20,dense4,wide,top10_minx45,10,45.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,5.745887756347656e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_wide,mean,20,dense4,wide,top10_minx8,10,8.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.00010085105895996094
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_wide,mean,20,dense4,wide,top20_minx12,20,12.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.0005061626434326172
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_wide,mean,20,dense4,wide,top20_minx20,20,20.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.0005033016204833984
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_wide,mean,20,dense4,wide,top20_minx45,20,45.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.0004990100860595703
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_wide,mean,20,dense4,wide,top20_minx8,20,8.0,20,assigned,3,"254,262,270","99,105,90","11,4,2",False,1,False,False,True,1,False,False,False,True,"1,2,3",0.0005636215209960938
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_wide,mean,20,dense4,wide,top40_minx12,40,12.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.0005071163177490234
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_wide,mean,20,dense4,wide,top40_minx20,40,20.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.0005052089691162109
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_wide,mean,20,dense4,wide,top40_minx45,40,45.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.0005080699920654297
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_wide,mean,20,dense4,wide,top40_minx8,40,8.0,20,assigned,3,"254,262,270","99,105,90","11,4,2",False,1,False,False,True,1,False,False,False,True,"1,2,3",0.0005426406860351562
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_baseline,mean,20,distinct20,baseline,top10_minx12,10,12.0,13,assigned,3,"221,243,265","75,88,85","4,5,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",8.106231689453125e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_baseline,mean,20,distinct20,baseline,top10_minx20,10,20.0,13,assigned,3,"221,243,265","75,88,85","4,5,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",7.82012939453125e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_baseline,mean,20,distinct20,baseline,top10_minx45,10,45.0,13,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,6.151199340820312e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_baseline,mean,20,distinct20,baseline,top10_minx8,10,8.0,13,assigned,3,"221,243,265","75,88,85","4,5,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",0.00012350082397460938
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_baseline,mean,20,distinct20,baseline,top20_minx12,20,12.0,13,assigned,3,"221,243,265","75,88,85","4,5,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",0.00017952919006347656
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_baseline,mean,20,distinct20,baseline,top20_minx20,20,20.0,13,assigned,3,"221,243,265","75,88,85","4,5,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",0.00016808509826660156
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_baseline,mean,20,distinct20,baseline,top20_minx45,20,45.0,13,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.00013566017150878906
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_baseline,mean,20,distinct20,baseline,top20_minx8,20,8.0,13,assigned,3,"221,243,265","75,88,85","4,5,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",0.00018453598022460938
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_baseline,mean,20,distinct20,baseline,top40_minx12,40,12.0,13,assigned,3,"221,243,265","75,88,85","4,5,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",0.0001785755157470703
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_baseline,mean,20,distinct20,baseline,top40_minx20,40,20.0,13,assigned,3,"221,243,265","75,88,85","4,5,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",0.0001671314239501953
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_baseline,mean,20,distinct20,baseline,top40_minx45,40,45.0,13,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.0001323223114013672
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_baseline,mean,20,distinct20,baseline,top40_minx8,40,8.0,13,assigned,3,"221,243,265","75,88,85","4,5,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",0.00018334388732910156
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_single667,mean,20,distinct20,single667,top10_minx12,10,12.0,15,assigned,3,"186,239,259","77,75,80","5,2,1",False,0,False,False,False,0,False,False,False,False,"1,2,3",8.702278137207031e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_single667,mean,20,distinct20,single667,top10_minx20,10,20.0,15,assigned,3,"186,239,259","77,75,80","5,2,1",False,0,False,False,False,0,False,False,False,False,"1,2,3",7.581710815429688e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_single667,mean,20,distinct20,single667,top10_minx45,10,45.0,15,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,5.9604644775390625e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_single667,mean,20,distinct20,single667,top10_minx8,10,8.0,15,assigned,3,"186,239,259","77,75,80","5,2,1",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.00012373924255371094
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_single667,mean,20,distinct20,single667,top20_minx12,20,12.0,15,assigned,3,"186,239,259","77,75,80","5,2,1",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.0002777576446533203
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_single667,mean,20,distinct20,single667,top20_minx20,20,20.0,15,assigned,3,"186,239,259","77,75,80","5,2,1",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.00025844573974609375
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_single667,mean,20,distinct20,single667,top20_minx45,20,45.0,15,assigned,3,"180,225,273","110,109,101","14,7,12",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.0002200603485107422
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_single667,mean,20,distinct20,single667,top20_minx8,20,8.0,15,assigned,3,"186,239,259","77,75,80","5,2,1",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.0002868175506591797
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_single667,mean,20,distinct20,single667,top40_minx12,40,12.0,15,assigned,3,"186,239,259","77,75,80","5,2,1",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.0002772808074951172
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_single667,mean,20,distinct20,single667,top40_minx20,40,20.0,15,assigned,3,"186,239,259","77,75,80","5,2,1",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.00025773048400878906
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_single667,mean,20,distinct20,single667,top40_minx45,40,45.0,15,assigned,3,"180,225,273","110,109,101","14,7,12",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.0002186298370361328
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_single667,mean,20,distinct20,single667,top40_minx8,40,8.0,15,assigned,3,"186,239,259","77,75,80","5,2,1",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.00028443336486816406
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_wide,mean,20,distinct20,wide,top10_minx12,10,12.0,14,assigned,3,"222,243,263","76,88,98","5,7,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",8.106231689453125e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_wide,mean,20,distinct20,wide,top10_minx20,10,20.0,14,assigned,3,"222,243,263","76,88,98","5,7,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",7.700920104980469e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_wide,mean,20,distinct20,wide,top10_minx45,10,45.0,14,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,6.127357482910156e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_wide,mean,20,distinct20,wide,top10_minx8,10,8.0,14,assigned,3,"222,243,263","76,88,98","5,7,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",0.0001285076141357422
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_wide,mean,20,distinct20,wide,top20_minx12,20,12.0,14,assigned,3,"222,243,263","76,88,98","5,7,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",0.00021767616271972656
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_wide,mean,20,distinct20,wide,top20_minx20,20,20.0,14,assigned,3,"222,243,263","76,88,98","5,7,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",0.00020575523376464844
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_wide,mean,20,distinct20,wide,top20_minx45,20,45.0,14,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.00016570091247558594
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_wide,mean,20,distinct20,wide,top20_minx8,20,8.0,14,assigned,3,"222,243,263","76,88,98","5,7,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",0.00021696090698242188
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_wide,mean,20,distinct20,wide,top40_minx12,40,12.0,14,assigned,3,"222,243,263","76,88,98","5,7,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",0.0002129077911376953
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_wide,mean,20,distinct20,wide,top40_minx20,40,20.0,14,assigned,3,"222,243,263","76,88,98","5,7,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",0.00020766258239746094
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_wide,mean,20,distinct20,wide,top40_minx45,40,45.0,14,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.000164031982421875
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_wide,mean,20,distinct20,wide,top40_minx8,40,8.0,14,assigned,3,"222,243,263","76,88,98","5,7,1",False,2,False,True,True,2,False,False,True,True,"1,2,3",0.00021195411682128906
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_baseline,mean,20,moderate12,baseline,top10_minx12,10,12.0,20,assigned,3,"249,261,273","93,94,97","6,2,4",False,2,False,True,True,2,False,False,True,True,"3,1,2",7.939338684082031e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_baseline,mean,20,moderate12,baseline,top10_minx20,10,20.0,20,assigned,3,"221,250,273","75,81,97","7,5,4",False,0,False,False,False,0,False,False,False,False,"1,2,3",6.914138793945312e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_baseline,mean,20,moderate12,baseline,top10_minx45,10,45.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,6.031990051269531e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_baseline,mean,20,moderate12,baseline,top10_minx8,10,8.0,20,assigned,3,"250,265,273","81,85,97","5,1,4",False,1,False,False,True,1,False,False,False,True,"1,3,2",0.0001285076141357422
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_baseline,mean,20,moderate12,baseline,top20_minx12,20,12.0,20,assigned,3,"249,261,273","93,94,97","6,2,4",False,2,False,True,True,2,False,False,True,True,"3,1,2",0.0006871223449707031
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_baseline,mean,20,moderate12,baseline,top20_minx20,20,20.0,20,assigned,3,"221,250,273","75,81,97","7,5,4",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.0006058216094970703
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_baseline,mean,20,moderate12,baseline,top20_minx45,20,45.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.0005192756652832031
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_baseline,mean,20,moderate12,baseline,top20_minx8,20,8.0,20,assigned,3,"250,265,273","81,85,97","5,1,4",False,1,False,False,True,1,False,False,False,True,"1,3,2",0.0007233619689941406
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_baseline,mean,20,moderate12,baseline,top40_minx12,40,12.0,20,assigned,3,"249,261,273","93,94,97","6,2,4",False,2,False,True,True,2,False,False,True,True,"3,1,2",0.0006809234619140625
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_baseline,mean,20,moderate12,baseline,top40_minx20,40,20.0,20,assigned,3,"221,250,273","75,81,97","7,5,4",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.0006043910980224609
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_baseline,mean,20,moderate12,baseline,top40_minx45,40,45.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.0005142688751220703
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_baseline,mean,20,moderate12,baseline,top40_minx8,40,8.0,20,assigned,3,"250,265,273","81,85,97","5,1,4",False,1,False,False,True,1,False,False,False,True,"1,3,2",0.0007169246673583984
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_single667,mean,20,moderate12,single667,top10_minx12,10,12.0,20,assigned,3,"245,259,273","79,80,80","3,1,2",False,0,False,False,False,0,False,False,False,False,"1,2,3",8.511543273925781e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_single667,mean,20,moderate12,single667,top10_minx20,10,20.0,20,assigned,3,"186,245,273","77,79,80","6,3,2",False,0,False,False,False,0,False,False,False,False,"1,2,3",7.534027099609375e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_single667,mean,20,moderate12,single667,top10_minx45,10,45.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,6.246566772460938e-05
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_single667,mean,20,moderate12,single667,top10_minx8,10,8.0,20,assigned,3,"245,259,273","79,80,80","3,1,2",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.00013065338134765625
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_single667,mean,20,moderate12,single667,top20_minx12,20,12.0,20,assigned,3,"245,259,273","79,80,80","3,1,2",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.0006802082061767578
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_single667,mean,20,moderate12,single667,top20_minx20,20,20.0,20,assigned,3,"186,245,273","77,79,80","6,3,2",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.0005991458892822266
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_single667,mean,20,moderate12,single667,top20_minx45,20,45.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.0005078315734863281
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_single667,mean,20,moderate12,single667,top20_minx8,20,8.0,20,assigned,3,"245,259,273","79,80,80","3,1,2",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.0007154941558837891
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_single667,mean,20,moderate12,single667,top40_minx12,40,12.0,20,assigned,3,"245,259,273","79,80,80","3,1,2",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.0006759166717529297
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_single667,mean,20,moderate12,single667,top40_minx20,40,20.0,20,assigned,3,"186,245,273","77,79,80","6,3,2",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.0005993843078613281
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_single667,mean,20,moderate12,single667,top40_minx45,40,45.0,20,no_assignment_satisfies_separation,0,,,,False,0,False,False,False,0,False,False,False,False,,0.0005209445953369141
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_single667,mean,20,moderate12,single667,top40_minx8,40,8.0,20,assigned,3,"245,259,273","79,80,80","3,1,2",False,0,False,False,False,0,False,False,False,False,"1,2,3",0.0007064342498779297
