run,slug,path,bucket,proposed_action,has_data_dir,has_figures_dir,has_figure_notes,has_readme,has_manifest,file_count,image_file_count,size_bytes
550,archive_status_checkpoint,outputs/experiments/550_archive_status_checkpoint,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,3612
551,commit_archive_inventory,outputs/experiments/551_commit_archive_inventory,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,5885
552,code_self_review_objective_notes_hardening,outputs/experiments/552_code_self_review_objective_notes_hardening,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,3,0,2098
553,post_hardening_resume_checkpoint,outputs/experiments/553_post_hardening_resume_checkpoint,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,2900
554,report_dependency_size_audit,outputs/experiments/554_report_dependency_size_audit,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,4,0,19742
555,report_dependency_archive,outputs/experiments/555_report_dependency_archive,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,5,0,4133416
556,post_archive_resume_checkpoint,outputs/experiments/556_post_archive_resume_checkpoint,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,2543
557,commit_pr_summary_draft,outputs/experiments/557_commit_pr_summary_draft,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,False,True,2,0,2443
558,next_action_queue,outputs/experiments/558_next_action_queue,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,False,True,2,0,2186
559,final_report_reproducibility_refresh,outputs/experiments/559_final_report_reproducibility_refresh,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,False,False,False,True,True,3,0,9883
560,revised_final_report_lint,outputs/experiments/560_revised_final_report_lint,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,3,0,2869
561,next_action_queue_refresh,outputs/experiments/561_next_action_queue_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,2854
562,imrad_manuscript_draft,outputs/experiments/562_imrad_manuscript_draft,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,False,False,False,True,True,3,0,15036
563,imrad_manuscript_lint,outputs/experiments/563_imrad_manuscript_lint,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,3,0,2777
564,post_imrad_resume_checkpoint,outputs/experiments/564_post_imrad_resume_checkpoint,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,3032
565,manuscript_balance_audit,outputs/experiments/565_manuscript_balance_audit,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,3,0,2633
566,next_action_queue_manuscript_refresh,outputs/experiments/566_next_action_queue_manuscript_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,3222
567,manuscript_guardrail_prose_polish,outputs/experiments/567_manuscript_guardrail_prose_polish,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,False,False,False,True,True,2,0,1253
568,post_manuscript_polish_checkpoint,outputs/experiments/568_post_manuscript_polish_checkpoint,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,3491
569,next_action_queue_post_polish,outputs/experiments/569_next_action_queue_post_polish,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,3567
570,commit_pr_summary_refresh,outputs/experiments/570_commit_pr_summary_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,5545
571,coordinate_aggregate_note_hardening,outputs/experiments/571_coordinate_aggregate_note_hardening,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,False,False,False,True,True,2,0,1224
572,commit_pr_summary_post_hardening,outputs/experiments/572_commit_pr_summary_post_hardening,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,5722
573,post_hardening_resume_checkpoint,outputs/experiments/573_post_hardening_resume_checkpoint,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,3378
574,next_action_queue_post_hardening,outputs/experiments/574_next_action_queue_post_hardening,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,3447
575,imrad_manuscript_validation_refresh,outputs/experiments/575_imrad_manuscript_validation_refresh,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,4,0,5207
576,next_action_queue_manuscript_validation_refresh,outputs/experiments/576_next_action_queue_manuscript_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,3340
577,commit_pr_summary_current_refresh,outputs/experiments/577_commit_pr_summary_current_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,6559
578,next_action_queue_commit_summary_refresh,outputs/experiments/578_next_action_queue_commit_summary_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,3284
579,current_handoff_archive_size_audit,outputs/experiments/579_current_handoff_archive_size_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,31546
580,current_handoff_archive,outputs/experiments/580_current_handoff_archive,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,5,0,8268971
581,next_action_queue_current_archive_refresh,outputs/experiments/581_next_action_queue_current_archive_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,3301
582,current_precommit_validation_checkpoint,outputs/experiments/582_current_precommit_validation_checkpoint,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,3053
583,next_action_queue_precommit_validation_refresh,outputs/experiments/583_next_action_queue_precommit_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,3559
584,objective_confidence_sparse_result_hardening,outputs/experiments/584_objective_confidence_sparse_result_hardening,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,3,0,3592
585,next_action_queue_objective_sparse_hardening_refresh,outputs/experiments/585_next_action_queue_objective_sparse_hardening_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,3639
586,commit_pr_summary_sparse_hardening_refresh,outputs/experiments/586_commit_pr_summary_sparse_hardening_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,7242
587,next_action_queue_commit_summary_sparse_hardening_refresh,outputs/experiments/587_next_action_queue_commit_summary_sparse_hardening_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,3765
588,post_sparse_hardening_resume_checkpoint,outputs/experiments/588_post_sparse_hardening_resume_checkpoint,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,3306
589,next_action_queue_post_sparse_hardening_resume_refresh,outputs/experiments/589_next_action_queue_post_sparse_hardening_resume_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,3989
590,current_artifact_consistency_audit,outputs/experiments/590_current_artifact_consistency_audit,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,3,0,5345
591,imrad_manuscript_current_validation_refresh,outputs/experiments/591_imrad_manuscript_current_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,5867
592,commit_pr_summary_current_manuscript_validation_refresh,outputs/experiments/592_commit_pr_summary_current_manuscript_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,7321
593,next_action_queue_current_manuscript_validation_refresh,outputs/experiments/593_next_action_queue_current_manuscript_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,4239
594,current_handoff_archive_refresh_size_audit,outputs/experiments/594_current_handoff_archive_refresh_size_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,48179
595,current_handoff_archive_refresh,outputs/experiments/595_current_handoff_archive_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,5,0,16549080
596,commit_pr_summary_current_archive_refresh,outputs/experiments/596_commit_pr_summary_current_archive_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,7483
597,next_action_queue_current_archive_refresh,outputs/experiments/597_next_action_queue_current_archive_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,4104
598,current_precommit_validation_after_archive_refresh,outputs/experiments/598_current_precommit_validation_after_archive_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,3896
599,next_action_queue_current_validation_refresh,outputs/experiments/599_next_action_queue_current_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,4211
600,commit_pr_summary_current_validation_refresh,outputs/experiments/600_commit_pr_summary_current_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,7583
601,next_action_queue_commit_summary_validation_refresh,outputs/experiments/601_next_action_queue_commit_summary_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,4260
602,objective_diagnostic_sparse_geometry_hardening,outputs/experiments/602_objective_diagnostic_sparse_geometry_hardening,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,3,0,5107
603,commit_pr_summary_current_diagnostic_hardening_refresh,outputs/experiments/603_commit_pr_summary_current_diagnostic_hardening_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,8133
604,next_action_queue_diagnostic_hardening_refresh,outputs/experiments/604_next_action_queue_diagnostic_hardening_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,4333
605,current_diagnostic_hardening_state_audit,outputs/experiments/605_current_diagnostic_hardening_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,5280
606,optional_numeric_nonfinite_reporting_hardening,outputs/experiments/606_optional_numeric_nonfinite_reporting_hardening,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,3,0,5325
607,commit_pr_summary_current_nonfinite_hardening_refresh,outputs/experiments/607_commit_pr_summary_current_nonfinite_hardening_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,8972
608,next_action_queue_nonfinite_hardening_refresh,outputs/experiments/608_next_action_queue_nonfinite_hardening_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,4889
609,reporting_cli_nonfinite_smoke,outputs/experiments/609_reporting_cli_nonfinite_smoke,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,True,True,True,True,9,2,172659
610,objective_ratio_null_serialization_hardening,outputs/experiments/610_objective_ratio_null_serialization_hardening,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,3,0,4294
611,objective_cli_sparse_nonfinite_smoke,outputs/experiments/611_objective_cli_sparse_nonfinite_smoke,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,True,True,True,True,9,1,89678
612,current_nonfinite_hardening_state_audit,outputs/experiments/612_current_nonfinite_hardening_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,6153
613,commit_pr_summary_current_smoke_audit_refresh,outputs/experiments/613_commit_pr_summary_current_smoke_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,9148
614,next_action_queue_smoke_audit_refresh,outputs/experiments/614_next_action_queue_smoke_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,5027
615,current_smoke_audit_archive_size_audit,outputs/experiments/615_current_smoke_audit_archive_size_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,47368
616,current_handoff_archive_smoke_audit_refresh,outputs/experiments/616_current_handoff_archive_smoke_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,5,0,33302852
617,commit_pr_summary_current_archive_smoke_audit_refresh,outputs/experiments/617_commit_pr_summary_current_archive_smoke_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,9288
618,next_action_queue_archive_smoke_audit_refresh,outputs/experiments/618_next_action_queue_archive_smoke_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,5005
619,imrad_manuscript_current_archive_validation_refresh,outputs/experiments/619_imrad_manuscript_current_archive_validation_refresh,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,4,0,6578
620,commit_pr_summary_current_manuscript_archive_refresh,outputs/experiments/620_commit_pr_summary_current_manuscript_archive_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,8555
621,next_action_queue_manuscript_archive_refresh,outputs/experiments/621_next_action_queue_manuscript_archive_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,4948
622,current_manuscript_archive_size_audit,outputs/experiments/622_current_manuscript_archive_size_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,53219
623,current_handoff_archive_manuscript_refresh,outputs/experiments/623_current_handoff_archive_manuscript_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,5,0,66617671
624,commit_pr_summary_current_manuscript_archive_handoff_refresh,outputs/experiments/624_commit_pr_summary_current_manuscript_archive_handoff_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,8607
625,next_action_queue_manuscript_archive_handoff_refresh,outputs/experiments/625_next_action_queue_manuscript_archive_handoff_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,4964
626,post_manuscript_archive_resume_checkpoint,outputs/experiments/626_post_manuscript_archive_resume_checkpoint,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,5742
627,commit_pr_summary_current_resume_refresh,outputs/experiments/627_commit_pr_summary_current_resume_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,8923
628,next_action_queue_resume_refresh,outputs/experiments/628_next_action_queue_resume_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,4844
629,current_resume_state_audit,outputs/experiments/629_current_resume_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,4568
630,commit_pr_summary_current_resume_audit_refresh,outputs/experiments/630_commit_pr_summary_current_resume_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,9082
631,next_action_queue_resume_audit_refresh,outputs/experiments/631_next_action_queue_resume_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,4914
632,current_resume_archive_size_audit,outputs/experiments/632_current_resume_archive_size_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,58440
633,current_handoff_archive_resume_refresh,outputs/experiments/633_current_handoff_archive_resume_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,5,0,133252194
634,commit_pr_summary_current_archive_resume_refresh,outputs/experiments/634_commit_pr_summary_current_archive_resume_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,9131
635,next_action_queue_archive_resume_refresh,outputs/experiments/635_next_action_queue_archive_resume_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,4896
636,imrad_manuscript_current_resume_archive_validation_refresh,outputs/experiments/636_imrad_manuscript_current_resume_archive_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,6711
637,commit_pr_summary_current_manuscript_resume_archive_refresh,outputs/experiments/637_commit_pr_summary_current_manuscript_resume_archive_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,9206
638,next_action_queue_manuscript_resume_archive_refresh,outputs/experiments/638_next_action_queue_manuscript_resume_archive_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,5054
639,objective_diagnostic_manifest_artifact_hardening,outputs/experiments/639_objective_diagnostic_manifest_artifact_hardening,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,3,0,3476
640,commit_pr_summary_current_manifest_validation_refresh,outputs/experiments/640_commit_pr_summary_current_manifest_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,9488
641,next_action_queue_manifest_validation_refresh,outputs/experiments/641_next_action_queue_manifest_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,5081
642,objective_diagnostic_no_confidence_manifest_smoke,outputs/experiments/642_objective_diagnostic_no_confidence_manifest_smoke,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,True,True,True,True,8,1,70992
643,commit_pr_summary_current_manifest_smoke_refresh,outputs/experiments/643_commit_pr_summary_current_manifest_smoke_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,9858
644,next_action_queue_manifest_smoke_refresh,outputs/experiments/644_next_action_queue_manifest_smoke_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,5406
645,current_manifest_smoke_state_audit,outputs/experiments/645_current_manifest_smoke_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,6983
646,commit_pr_summary_current_manifest_audit_refresh,outputs/experiments/646_commit_pr_summary_current_manifest_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,8294
647,next_action_queue_manifest_audit_refresh,outputs/experiments/647_next_action_queue_manifest_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,5418
648,post_manifest_audit_resume_checkpoint,outputs/experiments/648_post_manifest_audit_resume_checkpoint,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,5892
649,commit_pr_summary_current_resume_checkpoint_refresh,outputs/experiments/649_commit_pr_summary_current_resume_checkpoint_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,8681
650,next_action_queue_resume_checkpoint_refresh,outputs/experiments/650_next_action_queue_resume_checkpoint_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,4778
651,current_resume_checkpoint_state_audit,outputs/experiments/651_current_resume_checkpoint_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,5544
652,commit_pr_summary_current_state_audit_refresh,outputs/experiments/652_commit_pr_summary_current_state_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,8656
653,next_action_queue_state_audit_refresh,outputs/experiments/653_next_action_queue_state_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,4654
654,current_state_archive_coverage_audit,outputs/experiments/654_current_state_archive_coverage_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,37391
655,commit_pr_summary_current_archive_coverage_refresh,outputs/experiments/655_commit_pr_summary_current_archive_coverage_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,9151
656,next_action_queue_archive_coverage_refresh,outputs/experiments/656_next_action_queue_archive_coverage_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,5176
657,candidate_confidence_nonfinite_hardening,outputs/experiments/657_candidate_confidence_nonfinite_hardening,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,3,0,3227
658,commit_pr_summary_candidate_confidence_refresh,outputs/experiments/658_commit_pr_summary_candidate_confidence_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,9297
659,next_action_queue_candidate_confidence_refresh,outputs/experiments/659_next_action_queue_candidate_confidence_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,5318
660,current_candidate_confidence_state_audit,outputs/experiments/660_current_candidate_confidence_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,4683
